timestamp,open,high,low,close,volume
2025-02-26T14:30:00+00:00,244.3300018310547,244.97999572753906,239.1300048828125,240.36000061035156,44433600.0
2025-02-27T14:30:00+00:00,239.41000366210938,242.4600067138672,237.05999755859375,237.3000030517578,41153600.0
2025-02-28T14:30:00+00:00,236.9499969482422,242.08999633789062,230.1999969482422,241.83999633789062,56833400.0
2025-03-03T14:30:00+00:00,241.7899932861328,244.02999877929688,236.11000061035156,238.02999877929688,47184000.0
2025-03-04T14:30:00+00:00,237.7100067138672,240.07000732421875,234.67999267578125,235.92999267578125,53798100.0
2025-03-05T14:30:00+00:00,235.4199981689453,236.5500030517578,229.22999572753906,235.74000549316406,47227600.0
2025-03-06T14:30:00+00:00,234.44000244140625,237.86000061035156,233.16000366210938,235.3300018310547,45170400.0
2025-03-07T14:30:00+00:00,235.11000061035156,241.3699951171875,234.75999450683594,239.07000732421875,46273600.0
2025-03-10T13:30:00+00:00,235.5399932861328,236.16000366210938,224.22000122070312,227.47999572753906,72071200.0
2025-03-11T13:30:00+00:00,223.80999755859375,225.83999633789062,217.4499969482422,220.83999633789062,76137400.0
2025-03-12T13:30:00+00:00,220.13999938964844,221.75,214.91000366210938,216.97999572753906,62547500.0
2025-03-13T13:30:00+00:00,215.9499969482422,216.83999633789062,208.4199981689453,209.67999267578125,61368300.0
2025-03-14T13:30:00+00:00,211.25,213.9499969482422,209.5800018310547,213.49000549316406,60107600.0
2025-03-17T13:30:00+00:00,213.30999755859375,215.22000122070312,209.97000122070312,214.0,48073400.0
2025-03-18T13:30:00+00:00,214.16000366210938,215.14999389648438,211.49000549316406,212.69000244140625,42432400.0
2025-03-19T13:30:00+00:00,214.22000122070312,218.75999450683594,213.75,215.24000549316406,54385400.0
2025-03-20T13:30:00+00:00,213.99000549316406,217.49000549316406,212.22000122070312,214.10000610351562,48862900.0
2025-03-21T13:30:00+00:00,211.55999755859375,218.83999633789062,211.27999877929688,218.27000427246094,94127800.0
2025-03-24T13:30:00+00:00,221.0,221.47999572753906,218.5800018310547,220.72999572753906,44299500.0
2025-03-25T13:30:00+00:00,220.77000427246094,224.10000610351562,220.0800018310547,223.75,34493600.0
2025-03-26T13:30:00+00:00,223.50999450683594,225.02000427246094,220.47000122070312,221.52999877929688,34466100.0
2025-03-27T13:30:00+00:00,221.38999938964844,224.99000549316406,220.55999755859375,223.85000610351562,37094800.0
2025-03-28T13:30:00+00:00,221.6699981689453,223.80999755859375,217.67999267578125,217.89999389648438,39818600.0
2025-03-31T13:30:00+00:00,217.00999450683594,225.6199951171875,216.22999572753906,222.1300048828125,65299300.0
2025-04-01T13:30:00+00:00,219.80999755859375,223.67999267578125,218.89999389648438,223.19000244140625,36412700.0
2025-04-02T13:30:00+00:00,221.32000732421875,225.19000244140625,221.02000427246094,223.88999938964844,35905900.0
2025-04-03T13:30:00+00:00,205.5399932861328,207.49000549316406,201.25,203.19000244140625,103419000.0
2025-04-04T13:30:00+00:00,193.88999938964844,199.8800048828125,187.33999633789062,188.3800048828125,125910900.0
2025-04-07T13:30:00+00:00,177.1999969482422,194.14999389648438,174.6199951171875,181.4600067138672,160466300.0
2025-04-08T13:30:00+00:00,186.6999969482422,190.33999633789062,169.2100067138672,172.4199981689453,120859500.0
2025-04-09T13:30:00+00:00,171.9499969482422,200.61000061035156,171.88999938964844,198.85000610351562,184395900.0
2025-04-10T13:30:00+00:00,189.07000732421875,194.77999877929688,183.0,190.4199981689453,121880000.0
2025-04-11T13:30:00+00:00,186.10000610351562,199.5399932861328,186.05999755859375,198.14999389648438,87435900.0
2025-04-14T13:30:00+00:00,211.44000244140625,212.94000244140625,201.16000366210938,202.52000427246094,101352900.0
2025-04-15T13:30:00+00:00,201.86000061035156,203.50999450683594,199.8000030517578,202.13999938964844,51343900.0
2025-04-16T13:30:00+00:00,198.36000061035156,200.6999969482422,192.3699951171875,194.27000427246094,59732400.0
2025-04-17T13:30:00+00:00,197.1999969482422,198.8300018310547,194.4199981689453,196.97999572753906,52164700.0
2025-04-21T13:30:00+00:00,193.27000427246094,193.8000030517578,189.80999755859375,193.16000366210938,46742500.0
2025-04-22T13:30:00+00:00,196.1199951171875,201.58999633789062,195.97000122070312,199.74000549316406,52976400.0
2025-04-23T13:30:00+00:00,206.0,208.0,202.8000030517578,204.60000610351562,52929200.0
2025-04-24T13:30:00+00:00,204.88999938964844,208.8300018310547,202.94000244140625,208.3699951171875,47311000.0
2025-04-25T13:30:00+00:00,206.3699951171875,209.75,206.1999969482422,209.27999877929688,38222300.0
2025-04-28T13:30:00+00:00,210.0,211.5,207.4600067138672,210.13999938964844,38743100.0
2025-04-29T13:30:00+00:00,208.69000244140625,212.24000549316406,208.3699951171875,211.2100067138672,36827600.0
2025-04-30T13:30:00+00:00,209.3000030517578,213.5800018310547,206.6699981689453,212.5,52286500.0
2025-05-01T13:30:00+00:00,209.0800018310547,214.55999755859375,208.89999389648438,213.32000732421875,57365700.0
2025-05-02T13:30:00+00:00,206.08999633789062,206.99000549316406,202.16000366210938,205.35000610351562,101010600.0
2025-05-05T13:30:00+00:00,203.10000610351562,204.10000610351562,198.2100067138672,198.88999938964844,69018500.0
2025-05-06T13:30:00+00:00,198.2100067138672,200.64999389648438,197.02000427246094,198.50999450683594,51216500.0
2025-05-07T13:30:00+00:00,199.1699981689453,199.44000244140625,193.25,196.25,68536700.0
2025-05-08T13:30:00+00:00,197.72000122070312,200.0500030517578,194.67999267578125,197.49000549316406,50478900.0
2025-05-09T13:30:00+00:00,199.0,200.5399932861328,197.5399932861328,198.52999877929688,36453900.0
2025-05-12T13:30:00+00:00,210.97000122070312,211.27000427246094,206.75,210.7899932861328,63775800.0
2025-05-13T13:30:00+00:00,210.42999267578125,213.39999389648438,209.0,212.92999267578125,51909300.0
2025-05-14T13:30:00+00:00,212.42999267578125,213.94000244140625,210.5800018310547,212.3300018310547,49325800.0
2025-05-15T13:30:00+00:00,210.9499969482422,212.9600067138672,209.5399932861328,211.4499969482422,45029500.0
2025-05-16T13:30:00+00:00,212.36000061035156,212.57000732421875,209.77000427246094,211.25999450683594,54737900.0
2025-05-19T13:30:00+00:00,207.91000366210938,209.47999572753906,204.25999450683594,208.77999877929688,46140500.0
2025-05-20T13:30:00+00:00,207.6699981689453,208.47000122070312,205.02999877929688,206.86000061035156,42496600.0
2025-05-21T13:30:00+00:00,205.1699981689453,207.0399932861328,200.7100067138672,202.08999633789062,59211800.0
2025-05-22T13:30:00+00:00,200.7100067138672,202.75,199.6999969482422,201.36000061035156,46742400.0
2025-05-23T13:30:00+00:00,193.6699981689453,197.6999969482422,193.4600067138672,195.27000427246094,78432900.0
2025-05-27T13:30:00+00:00,198.3000030517578,200.74000549316406,197.42999267578125,200.2100067138672,56288500.0
2025-05-28T13:30:00+00:00,200.58999633789062,202.72999572753906,199.89999389648438,200.4199981689453,45339700.0
2025-05-29T13:30:00+00:00,203.5800018310547,203.80999755859375,198.50999450683594,199.9499969482422,51396800.0
2025-05-30T13:30:00+00:00,199.3699951171875,201.9600067138672,196.77999877929688,200.85000610351562,70819900.0
2025-06-02T13:30:00+00:00,200.27999877929688,202.1300048828125,200.1199951171875,201.6999969482422,35423300.0
2025-06-03T13:30:00+00:00,201.35000610351562,203.77000427246094,200.9600067138672,203.27000427246094,46381600.0
2025-06-04T13:30:00+00:00,202.91000366210938,206.24000549316406,202.10000610351562,202.82000732421875,43604000.0
2025-06-05T13:30:00+00:00,203.5,204.75,200.14999389648438,200.6300048828125,55126100.0
2025-06-06T13:30:00+00:00,203.0,205.6999969482422,202.0500030517578,203.9199981689453,46607700.0
2025-06-09T13:30:00+00:00,204.38999938964844,206.0,200.02000427246094,201.4499969482422,72862600.0
2025-06-10T13:30:00+00:00,200.60000610351562,204.35000610351562,200.57000732421875,202.6699981689453,54672600.0
2025-06-11T13:30:00+00:00,203.5,204.5,198.41000366210938,198.77999877929688,60989900.0
2025-06-12T13:30:00+00:00,199.0800018310547,199.67999267578125,197.36000061035156,199.1999969482422,43904600.0
2025-06-13T13:30:00+00:00,199.72999572753906,200.3699951171875,195.6999969482422,196.4499969482422,51447300.0
2025-06-16T13:30:00+00:00,197.3000030517578,198.69000244140625,196.55999755859375,198.4199981689453,43020700.0
2025-06-17T13:30:00+00:00,197.1999969482422,198.38999938964844,195.2100067138672,195.63999938964844,38856200.0
2025-06-18T13:30:00+00:00,195.94000244140625,197.57000732421875,195.07000732421875,196.5800018310547,45394700.0
2025-06-20T13:30:00+00:00,198.24000549316406,201.6999969482422,196.86000061035156,201.0,96813500.0
2025-06-23T13:30:00+00:00,201.6300048828125,202.3000030517578,198.9600067138672,201.5,55814300.0
2025-06-24T13:30:00+00:00,202.58999633789062,203.44000244140625,200.1999969482422,200.3000030517578,54064000.0
2025-06-25T13:30:00+00:00,201.4499969482422,203.6699981689453,200.6199951171875,201.55999755859375,39525700.0
2025-06-26T13:30:00+00:00,201.42999267578125,202.63999938964844,199.4600067138672,201.0,50799100.0
2025-06-27T13:30:00+00:00,201.88999938964844,203.22000122070312,200.0,201.0800018310547,73188600.0
2025-06-30T13:30:00+00:00,202.00999450683594,207.38999938964844,199.25999450683594,205.1699981689453,91912800.0
2025-07-01T13:30:00+00:00,206.6699981689453,210.19000244140625,206.13999938964844,207.82000732421875,78788900.0
2025-07-02T13:30:00+00:00,208.91000366210938,213.33999633789062,208.13999938964844,212.44000244140625,67941800.0
2025-07-03T13:30:00+00:00,212.14999389648438,214.64999389648438,211.80999755859375,213.5500030517578,34955800.0
2025-07-07T13:30:00+00:00,212.67999267578125,216.22999572753906,208.8000030517578,209.9499969482422,50229000.0
2025-07-08T13:30:00+00:00,210.10000610351562,211.42999267578125,208.4499969482422,210.00999450683594,42848900.0
2025-07-09T13:30:00+00:00,209.52999877929688,211.3300018310547,207.22000122070312,211.13999938964844,48749400.0
2025-07-10T13:30:00+00:00,210.50999450683594,213.47999572753906,210.02999877929688,212.41000366210938,44443600.0
2025-07-11T13:30:00+00:00,210.57000732421875,212.1300048828125,209.86000061035156,211.16000366210938,39765800.0
2025-07-14T13:30:00+00:00,209.92999267578125,210.91000366210938,207.5399932861328,208.6199951171875,38840100.0
2025-07-15T13:30:00+00:00,209.22000122070312,211.88999938964844,208.9199981689453,209.11000061035156,42296300.0
2025-07-16T13:30:00+00:00,210.3000030517578,212.39999389648438,208.63999938964844,210.16000366210938,47490500.0
2025-07-17T13:30:00+00:00,210.57000732421875,211.8000030517578,209.58999633789062,210.02000427246094,48068100.0
2025-07-18T13:30:00+00:00,210.8699951171875,211.7899932861328,209.6999969482422,211.17999267578125,48974600.0
2025-07-21T13:30:00+00:00,212.10000610351562,215.77999877929688,211.6300048828125,212.47999572753906,51377400.0
2025-07-22T13:30:00+00:00,213.13999938964844,214.9499969482422,212.22999572753906,214.39999389648438,46404100.0
2025-07-23T13:30:00+00:00,215.0,215.14999389648438,212.41000366210938,214.14999389648438,46989300.0
2025-07-24T13:30:00+00:00,213.89999389648438,215.69000244140625,213.52999877929688,213.75999450683594,46022600.0
2025-07-25T13:30:00+00:00,214.6999969482422,215.24000549316406,213.39999389648438,213.8800048828125,40268800.0
2025-07-28T13:30:00+00:00,214.02999877929688,214.85000610351562,213.05999755859375,214.0500030517578,37858000.0
2025-07-29T13:30:00+00:00,214.17999267578125,214.80999755859375,210.82000732421875,211.27000427246094,51411700.0
2025-07-30T13:30:00+00:00,211.89999389648438,212.38999938964844,207.72000122070312,209.0500030517578,45512500.0
2025-07-31T13:30:00+00:00,208.49000549316406,209.83999633789062,207.16000366210938,207.57000732421875,80698400.0
2025-08-01T13:30:00+00:00,210.8699951171875,213.5800018310547,201.5,202.3800048828125,104434500.0
2025-08-04T13:30:00+00:00,204.50999450683594,207.8800048828125,201.67999267578125,203.35000610351562,75109300.0
2025-08-05T13:30:00+00:00,203.39999389648438,205.33999633789062,202.16000366210938,202.9199981689453,44155100.0
2025-08-06T13:30:00+00:00,205.6300048828125,215.3800048828125,205.58999633789062,213.25,108483100.0
2025-08-07T13:30:00+00:00,218.8800048828125,220.85000610351562,216.5800018310547,220.02999877929688,90224800.0
2025-08-08T13:30:00+00:00,220.8300018310547,231.0,219.25,229.35000610351562,113854000.0
2025-08-11T13:30:00+00:00,227.9199981689453,229.55999755859375,224.75999450683594,227.17999267578125,61806100.0
2025-08-12T13:30:00+00:00,228.00999450683594,230.8000030517578,227.07000732421875,229.64999389648438,55626200.0
2025-08-13T13:30:00+00:00,231.07000732421875,235.0,230.42999267578125,233.3300018310547,69878500.0
2025-08-14T13:30:00+00:00,234.05999755859375,235.1199951171875,230.85000610351562,232.77999877929688,51916300.0
2025-08-15T13:30:00+00:00,234.0,234.27999877929688,229.33999633789062,231.58999633789062,56038700.0
2025-08-18T13:30:00+00:00,231.6999969482422,233.1199951171875,230.11000061035156,230.88999938964844,37476200.0
2025-08-19T13:30:00+00:00,231.27999877929688,232.8699951171875,229.35000610351562,230.55999755859375,39402600.0
2025-08-20T13:30:00+00:00,229.97999572753906,230.47000122070312,225.77000427246094,226.00999450683594,42263900.0
2025-08-21T13:30:00+00:00,226.27000427246094,226.52000427246094,223.77999877929688,224.89999389648438,30621200.0
2025-08-22T13:30:00+00:00,226.1699981689453,229.08999633789062,225.41000366210938,227.75999450683594,42477800.0
2025-08-25T13:30:00+00:00,226.47999572753906,229.3000030517578,226.22999572753906,227.16000366210938,30983100.0
2025-08-26T13:30:00+00:00,226.8699951171875,229.49000549316406,224.69000244140625,229.30999755859375,54575100.0
2025-08-27T13:30:00+00:00,228.61000061035156,230.89999389648438,228.25999450683594,230.49000549316406,31259500.0
2025-08-28T13:30:00+00:00,230.82000732421875,233.41000366210938,229.33999633789062,232.55999755859375,38074700.0
2025-08-29T13:30:00+00:00,232.50999450683594,233.3800048828125,231.3699951171875,232.13999938964844,39418400.0
2025-09-02T13:30:00+00:00,229.25,230.85000610351562,226.97000122070312,229.72000122070312,44075600.0
2025-09-03T13:30:00+00:00,237.2100067138672,238.85000610351562,234.36000061035156,238.47000122070312,66427800.0
2025-09-04T13:30:00+00:00,238.4499969482422,239.89999389648438,236.74000549316406,239.77999877929688,47549400.0
2025-09-05T13:30:00+00:00,240.0,241.32000732421875,238.49000549316406,239.69000244140625,54870400.0
2025-09-08T13:30:00+00:00,239.3000030517578,240.14999389648438,236.33999633789062,237.8800048828125,48999500.0
2025-09-09T13:30:00+00:00,237.0,238.77999877929688,233.36000061035156,234.35000610351562,66313900.0
2025-09-10T13:30:00+00:00,232.19000244140625,232.4199981689453,225.9499969482422,226.7899932861328,83440800.0
2025-09-11T13:30:00+00:00,226.8800048828125,230.4499969482422,226.64999389648438,230.02999877929688,50208600.0
2025-09-12T13:30:00+00:00,229.22000122070312,234.50999450683594,229.02000427246094,234.07000732421875,55824200.0
2025-09-15T13:30:00+00:00,237.0,238.19000244140625,235.02999877929688,236.6999969482422,42699500.0
2025-09-16T13:30:00+00:00,237.17999267578125,241.22000122070312,236.32000732421875,238.14999389648438,63421100.0
2025-09-17T13:30:00+00:00,238.97000122070312,240.10000610351562,237.72999572753906,238.99000549316406,46508000.0
2025-09-18T13:30:00+00:00,239.97000122070312,241.1999969482422,236.64999389648438,237.8800048828125,44249600.0
2025-09-19T13:30:00+00:00,241.22999572753906,246.3000030517578,240.2100067138672,245.5,163741300.0
2025-09-22T13:30:00+00:00,248.3000030517578,256.6400146484375,248.1199951171875,256.0799865722656,105517400.0
2025-09-23T13:30:00+00:00,255.8800048828125,257.3399963378906,253.5800018310547,254.42999267578125,60275200.0
2025-09-24T13:30:00+00:00,255.22000122070312,255.74000549316406,251.0399932861328,252.30999755859375,42303700.0
2025-09-25T13:30:00+00:00,253.2100067138672,257.1700134277344,251.7100067138672,256.8699951171875,55202100.0
2025-09-26T13:30:00+00:00,254.10000610351562,257.6000061035156,253.77999877929688,255.4600067138672,46076300.0
2025-09-29T13:30:00+00:00,254.55999755859375,255.0,253.00999450683594,254.42999267578125,40127700.0
2025-09-30T13:30:00+00:00,254.86000061035156,255.9199981689453,253.11000061035156,254.6300048828125,37704300.0
2025-10-01T13:30:00+00:00,255.0399932861328,258.7900085449219,254.92999267578125,255.4499969482422,48713900.0
2025-10-02T13:30:00+00:00,256.5799865722656,258.17999267578125,254.14999389648438,257.1300048828125,42630200.0
2025-10-03T13:30:00+00:00,254.6699981689453,259.239990234375,253.9499969482422,258.0199890136719,49155600.0
2025-10-06T13:30:00+00:00,257.989990234375,259.07000732421875,255.0500030517578,256.69000244140625,44664100.0
2025-10-07T13:30:00+00:00,256.80999755859375,257.3999938964844,255.42999267578125,256.4800109863281,31955800.0
2025-10-08T13:30:00+00:00,256.5199890136719,258.5199890136719,256.1099853515625,258.05999755859375,36496900.0
2025-10-09T13:30:00+00:00,257.80999755859375,258.0,253.13999938964844,254.0399932861328,38322000.0
2025-10-10T13:30:00+00:00,254.94000244140625,256.3800048828125,244.0,245.27000427246094,61999100.0
2025-10-13T13:30:00+00:00,249.3800048828125,249.69000244140625,245.55999755859375,247.66000366210938,38142900.0
2025-10-14T13:30:00+00:00,246.60000610351562,248.85000610351562,244.6999969482422,247.77000427246094,35478000.0
2025-10-15T13:30:00+00:00,249.49000549316406,251.82000732421875,247.47000122070312,249.33999633789062,33893600.0
2025-10-16T13:30:00+00:00,248.25,249.0399932861328,245.1300048828125,247.4499969482422,39777000.0
2025-10-17T13:30:00+00:00,248.02000427246094,253.3800048828125,247.27000427246094,252.2899932861328,49147000.0
2025-10-20T13:30:00+00:00,255.88999938964844,264.3800048828125,255.6300048828125,262.239990234375,90483000.0
2025-10-21T13:30:00+00:00,261.8800048828125,265.2900085449219,261.8299865722656,262.7699890136719,46695900.0
2025-10-22T13:30:00+00:00,262.6499938964844,262.8500061035156,255.42999267578125,258.45001220703125,45015300.0
2025-10-23T13:30:00+00:00,259.94000244140625,260.6199951171875,258.010009765625,259.5799865722656,32754900.0
2025-10-24T13:30:00+00:00,261.19000244140625,264.1300048828125,259.17999267578125,262.82000732421875,38253700.0
2025-10-27T13:30:00+00:00,264.8800048828125,269.1199951171875,264.6499938964844,268.80999755859375,44888200.0
2025-10-28T13:30:00+00:00,268.989990234375,269.8900146484375,268.1499938964844,269.0,41534800.0
2025-10-29T13:30:00+00:00,269.2799987792969,271.4100036621094,267.1099853515625,269.70001220703125,51086700.0
2025-10-30T13:30:00+00:00,271.989990234375,274.1400146484375,268.4800109863281,271.3999938964844,69886500.0
2025-10-31T13:30:00+00:00,276.989990234375,277.32000732421875,269.1600036621094,270.3699951171875,86167100.0
2025-11-03T14:30:00+00:00,270.4200134277344,270.8500061035156,266.25,269.04998779296875,50194600.0
2025-11-04T14:30:00+00:00,268.3299865722656,271.489990234375,267.6199951171875,270.0400085449219,49274800.0
2025-11-05T14:30:00+00:00,268.6099853515625,271.70001220703125,266.92999267578125,270.1400146484375,43683100.0
2025-11-06T14:30:00+00:00,267.8900146484375,273.3999938964844,267.8900146484375,269.7699890136719,51204000.0
2025-11-07T14:30:00+00:00,269.79998779296875,272.2900085449219,266.7699890136719,268.4700012207031,48227400.0
2025-11-10T14:30:00+00:00,268.9599914550781,273.7300109863281,267.4599914550781,269.42999267578125,41312400.0
2025-11-11T14:30:00+00:00,269.80999755859375,275.9100036621094,269.79998779296875,275.25,46208300.0
2025-11-12T14:30:00+00:00,275.0,275.7300109863281,271.70001220703125,273.4700012207031,48398000.0
2025-11-13T14:30:00+00:00,274.1099853515625,276.70001220703125,272.0899963378906,272.95001220703125,49602800.0
2025-11-14T14:30:00+00:00,271.04998779296875,275.9599914550781,269.6000061035156,272.4100036621094,47431300.0
2025-11-17T14:30:00+00:00,268.82000732421875,270.489990234375,265.7300109863281,267.4599914550781,45018300.0
2025-11-18T14:30:00+00:00,269.989990234375,270.7099914550781,265.32000732421875,267.44000244140625,45677300.0
2025-11-19T14:30:00+00:00,265.5299987792969,272.2099914550781,265.5,268.55999755859375,40424500.0
2025-11-20T14:30:00+00:00,270.8299865722656,275.42999267578125,265.9200134277344,266.25,45823600.0
2025-11-21T14:30:00+00:00,265.95001220703125,273.3299865722656,265.6700134277344,271.489990234375,59030800.0
2025-11-24T14:30:00+00:00,270.8999938964844,277.0,270.8999938964844,275.9200134277344,65585800.0
2025-11-25T14:30:00+00:00,275.2699890136719,280.3800048828125,275.25,276.9700012207031,46914200.0
2025-11-26T14:30:00+00:00,276.9599914550781,279.5299987792969,276.6300048828125,277.54998779296875,33431400.0
2025-11-28T14:30:00+00:00,277.260009765625,279.0,275.989990234375,278.8500061035156,20135600.0
2025-12-01T14:30:00+00:00,278.010009765625,283.4200134277344,276.1400146484375,283.1000061035156,46587700.0
2025-12-02T14:30:00+00:00,283.0,287.3999938964844,282.6300048828125,286.19000244140625,53669500.0
2025-12-03T14:30:00+00:00,286.20001220703125,288.6199951171875,283.29998779296875,284.1499938964844,43538700.0
2025-12-04T14:30:00+00:00,284.1000061035156,284.7300109863281,278.5899963378906,280.70001220703125,43989100.0
2025-12-05T14:30:00+00:00,280.5400085449219,281.1400146484375,278.04998779296875,278.7799987792969,47265800.0
2025-12-08T14:30:00+00:00,278.1300048828125,279.6700134277344,276.1499938964844,277.8900146484375,38211800.0
2025-12-09T14:30:00+00:00,278.1600036621094,280.0299987792969,276.9200134277344,277.17999267578125,32193300.0
2025-12-10T14:30:00+00:00,277.75,279.75,276.44000244140625,278.7799987792969,33038300.0
2025-12-11T14:30:00+00:00,279.1000061035156,279.5899963378906,273.80999755859375,278.0299987792969,33248000.0
2025-12-12T14:30:00+00:00,277.8999938964844,279.2200012207031,276.82000732421875,278.2799987792969,39532900.0
2025-12-15T14:30:00+00:00,280.1499938964844,280.1499938964844,272.8399963378906,274.1099853515625,50409100.0
2025-12-16T14:30:00+00:00,272.82000732421875,275.5,271.7900085449219,274.6099853515625,37648600.0
2025-12-17T14:30:00+00:00,275.010009765625,276.1600036621094,271.6400146484375,271.8399963378906,50138700.0
2025-12-18T14:30:00+00:00,273.6099853515625,273.6300048828125,266.95001220703125,272.19000244140625,51630700.0
2025-12-19T14:30:00+00:00,272.1499938964844,274.6000061035156,269.8999938964844,273.6700134277344,144632000.0
2025-12-22T14:30:00+00:00,272.8599853515625,273.8800048828125,270.510009765625,270.9700012207031,36571800.0
2025-12-23T14:30:00+00:00,270.8399963378906,272.5,269.55999755859375,272.3599853515625,29642000.0
2025-12-24T14:30:00+00:00,272.3399963378906,275.42999267578125,272.20001220703125,273.80999755859375,17910600.0
2025-12-26T14:30:00+00:00,274.1600036621094,275.3699951171875,272.8599853515625,273.3999938964844,21521800.0
2025-12-29T14:30:00+00:00,272.69000244140625,274.3599853515625,272.3500061035156,273.760009765625,23715200.0
2025-12-30T14:30:00+00:00,272.80999755859375,274.0799865722656,272.2799987792969,273.0799865722656,22139600.0
2025-12-31T14:30:00+00:00,273.05999755859375,273.67999267578125,271.75,271.8599853515625,27293600.0
2026-01-02T14:30:00+00:00,272.260009765625,277.8399963378906,269.0,271.010009765625,37838100.0
2026-01-05T14:30:00+00:00,270.6400146484375,271.510009765625,266.1400146484375,267.260009765625,45647200.0
2026-01-06T14:30:00+00:00,267.0,267.54998779296875,262.1199951171875,262.3599853515625,52352100.0
2026-01-07T14:30:00+00:00,263.20001220703125,263.67999267578125,259.80999755859375,260.3299865722656,48309800.0
2026-01-08T14:30:00+00:00,257.0199890136719,259.2900085449219,255.6999969482422,259.0400085449219,50419300.0
2026-01-09T14:30:00+00:00,259.0799865722656,260.2099914550781,256.2200012207031,259.3699951171875,39997000.0
2026-01-12T14:30:00+00:00,259.1600036621094,261.29998779296875,256.79998779296875,260.25,45263800.0
2026-01-13T14:30:00+00:00,258.7200012207031,261.80999755859375,258.3900146484375,261.04998779296875,45730800.0
2026-01-14T14:30:00+00:00,259.489990234375,261.82000732421875,256.7099914550781,259.9599914550781,40019400.0
2026-01-15T14:30:00+00:00,260.6499938964844,261.0400085449219,257.04998779296875,258.2099914550781,39388600.0
2026-01-16T14:30:00+00:00,257.8999938964844,258.8999938964844,254.92999267578125,255.52999877929688,72142800.0
2026-01-20T14:30:00+00:00,252.72999572753906,254.7899932861328,243.4199981689453,246.6999969482422,80267500.0
2026-01-21T14:30:00+00:00,248.6999969482422,251.55999755859375,245.17999267578125,247.64999389648438,54641700.0
2026-01-22T14:30:00+00:00,249.1999969482422,251.0,248.14999389648438,248.35000610351562,39708300.0
2026-01-23T14:30:00+00:00,247.32000732421875,249.41000366210938,244.67999267578125,248.0399932861328,41689000.0
2026-01-26T14:30:00+00:00,251.47999572753906,256.55999755859375,249.8000030517578,255.41000366210938,55969200.0
2026-01-27T14:30:00+00:00,259.1700134277344,261.95001220703125,258.2099914550781,258.2699890136719,49648300.0
2026-01-28T14:30:00+00:00,257.6499938964844,258.8599853515625,254.50999450683594,256.44000244140625,41288000.0
2026-01-29T14:30:00+00:00,258.0,259.6499938964844,254.41000366210938,258.2799987792969,67253000.0
2026-01-30T14:30:00+00:00,255.1699981689453,261.8999938964844,252.17999267578125,259.4800109863281,92443400.0
2026-02-02T14:30:00+00:00,260.0299987792969,270.489990234375,259.2099914550781,270.010009765625,73913400.0
2026-02-03T14:30:00+00:00,269.20001220703125,271.8800048828125,267.6099853515625,269.4800109863281,64394700.0
2026-02-04T14:30:00+00:00,272.2900085449219,278.95001220703125,272.2900085449219,276.489990234375,90545700.0
2026-02-05T14:30:00+00:00,278.1300048828125,279.5,273.2300109863281,275.9100036621094,52977400.0
2026-02-06T14:30:00+00:00,277.1199951171875,280.9100036621094,276.92999267578125,278.1199951171875,50453400.0
2026-02-09T14:30:00+00:00,277.9100036621094,278.20001220703125,271.70001220703125,274.6199951171875,44623400.0
2026-02-10T14:30:00+00:00,274.8900146484375,275.3699951171875,272.94000244140625,273.67999267578125,34376900.0
2026-02-11T14:30:00+00:00,274.70001220703125,280.17999267578125,274.45001220703125,275.5,51931300.0
2026-02-12T14:30:00+00:00,275.5899963378906,275.7200012207031,260.17999267578125,261.7300109863281,81077200.0
2026-02-13T14:30:00+00:00,262.010009765625,262.2300109863281,255.4499969482422,255.77999877929688,56290700.0
2026-02-17T14:30:00+00:00,258.04998779296875,266.2900085449219,255.5399932861328,263.8800048828125,58469100.0
2026-02-18T14:30:00+00:00,263.6000061035156,266.82000732421875,262.45001220703125,264.3500061035156,34203300.0
2026-02-19T14:30:00+00:00,262.6000061035156,264.4800109863281,260.04998779296875,260.5799865722656,30845300.0
2026-02-20T14:30:00+00:00,258.9700012207031,264.75,258.1600036621094,264.5799865722656,42070500.0
2026-02-23T14:30:00+00:00,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200.0
2026-02-24T14:30:00+00:00,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600.0
2026-02-25T21:00:03+00:00,271.67999267578125,274.94000244140625,271.04998779296875,274.2300109863281,33186281.0
